"Country Name","Country Code","Year","average_value_Adjusted net savings, excluding particulate emission damage (% of GNI)","average_value_Adjusted net savings, excluding particulate emission damage (current US$)","average_value_Adjusted savings: carbon dioxide damage (% of GNI)","average_value_Adjusted savings: carbon dioxide damage (current US$)","average_value_Adjusted savings: consumption of fixed capital (% of GNI)","average_value_Adjusted savings: consumption of fixed capital (current US$)","average_value_Adjusted savings: education expenditure (% of GNI)","average_value_Adjusted savings: education expenditure (current US$)","average_value_Adjusted savings: energy depletion (% of GNI)","average_value_Adjusted savings: energy depletion (current US$)","average_value_Adjusted savings: gross savings (% of GNI)","average_value_Adjusted savings: mineral depletion (% of GNI)","average_value_Adjusted savings: mineral depletion (current US$)","average_value_Adjusted savings: net forest depletion (% of GNI)","average_value_Adjusted savings: net forest depletion (current US$)","average_value_Adjusted savings: net national savings (% of GNI)","average_value_Adjusted savings: net national savings (current US$)","average_value_Agricultural methane emissions (% of total)","average_value_Agricultural nitrous oxide emissions (% of total)","average_value_Agricultural nitrous oxide emissions (thousand metric tons of CO2 equivalent)","average_value_Aquaculture production (metric tons)","average_value_Bird species, threatened","average_value_Capture fisheries production (metric tons)","average_value_Coal rents (% of GDP)","average_value_Energy related methane emissions (% of total)","average_value_Fish species, threatened","average_value_Forest rents (% of GDP)","average_value_Mammal species, threatened","average_value_Marine protected areas (% of territorial waters)","average_value_Methane emissions (% change from 1990)","average_value_Methane emissions (kt of CO2 equivalent)","average_value_Methane emissions in energy sector (thousand metric tons of CO2 equivalent)","average_value_Mineral rents (% of GDP)","average_value_Natural gas rents (% of GDP)","average_value_Nitrous oxide emissions (% change from 1990)","average_value_Nitrous oxide emissions (thousand metric tons of CO2 equivalent)","average_value_Nitrous oxide emissions in energy sector (% of total)","average_value_Nitrous oxide emissions in energy sector (thousand metric tons of CO2 equivalent)","average_value_Oil rents (% of GDP)","average_value_People practicing open defecation (% of population)","average_value_People using at least basic drinking water services (% of population)","average_value_People using at least basic sanitation services (% of population)","average_value_Plant species (higher), threatened","average_value_Population living in areas where elevation is below 5 meters (% of total population)","average_value_Rural population living in areas where elevation is below 5 meters (% of total population)","average_value_Terrestrial and marine protected areas (% of total territorial area)","average_value_Terrestrial protected areas (% of total land area)","average_value_Total fisheries production (metric tons)","average_value_Total natural resources rents (% of GDP)","average_value_Urban population living in areas where elevation is below 5 meters (% of total population)"
"Cameroon","CMR","1960","","","","","","","","","","","","","","","","","","","","","","","51700","","","","","","","","","","","","","","","","","","","","","","","","","51700","",""
"Djibouti","DJI","1998","","","1.11255972945793","5839353.19761551","3.55822471136647","18675609.3142754","6.88783942084292","36151341.8846804","0","0","","0","0","0.909456145195146","4773348.8","","","74.5762711864407","96","240","","","600","0","5.08474576271187","","0.947348471649889","","","27.6383028654352","590","30","0","0","24.3032030523263","250","4","10","0","","","","","","","","","600","0.947348471649889",""
"Dominica","DMA","2013","","","1.12549306074031","5450620.33033581","17.4857239106745","84681146.035206","5","24214366.665","0","0","","0","0","0","0","","","","","10","6","","527","0","","","0.0492230895958302","","","","40","0","0","0","","20","","0","0","5.571068036","95.42065606","80.36642488","","","","","","533","0.0492230895958302",""
"Denmark","DNK","2017","19.1668349101619","64480299331.3702","0.341122681948203","1147591281.70287","16.1379761271479","54290733767.9058","7.28187548507932","24497394231.8844","0.429367925992104","1444462401.9056","28.79342627","0","0","0","0","12.6554500330229","42574958783.0942","","","4450","37498","","904572","0","","","0.0170182168513175","","17.8489925277439","","7090","370","0","0.10849316355018","","5080","","410","0.386064204517935","0","100.0000011","99.59723094","","","","17.9276418331277","18.1020211937511","942070","0.511575584919433",""
"Algeria","DZA","2019","20.7390589071238","34611622800.688","3.89453324263234","6499625473.96155","9.37460132761476","15645365901.6696","4.4671956","7455347408.796","10.1894778208361","17005321429.9715","39.83204582","0.0017118984315246","2857004.41135572","0.0999273873929863","166769816.094029","30.4575136564167","50830849116.3304","","","","","","","0","","","0.123442487258114","","","","","","0.0081427151017113","1.89771996691423","","","","","14.3947588904912","0.185741468","94.23913956","86.13850411","","","","","","","16.4240640597652",""
"East Asia & Pacific (excluding high income)","EAP","2004","22.6981683351166","","5.10483331196136","","12.6475257586337","","2.20858385724114","","2.91847565169635","","41.3953603578351","0.199074670504118","","0.0358664871641178","","28.7478345992014","","45.1601171835539","80.8314912429859","475370","44051427.6999512","","30816707.3320313","1.96110927159375","32.9481092366232","","0.44356470135219","","","21.2687003172087","1484850","489230","0.326893653600363","0.361665815120063","24.5084757713025","588100","8.22649209318143","48380","2.09764417539137","6.6184364113267","82.8627164169747","62.8315432061855","","","","","","74868136.03125","5.19087761705773",""
"East Asia & Pacific (excluding high income)","EAP","2020","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.86982915500858","93.6395030462357","89.9005312240593","","","","","","","",""
"Early-demographic dividend","EAR","1999","9.95655116111508","","2.42966546349854","","11.7392800191303","","3.97413738851427","","2.00325407554553","","22.3965207092502","0.103823905289543","","0.138083473185427","","10.6572406901199","","53.1898495068208","86.5152876304947","558560","5430792","","28412646.9648438","0.106304454022642","25.4639983605243","","0.331873888464805","","","7.85114925219614","2244620","571570","0.167359018388638","0.208626771404365","9.37829632566944","645620","5.86258170440817","37850","4.23037606140139","","","","","","","","","33843438.9648438","5.04454019368184",""
"Europe & Central Asia (excluding high income)","ECA","1978","19.1319444435139","","0.622988247177874","","14.6988915908248","","3.5","","0.190099413878516","","31.16069417","0.0167704746049322","","0","","16.4618025791752","","37.108553123715","57.5598615315049","196262.7046125","44380","","446545","0.191655139818652","53.5079685264887","","0.372274928647482","","","","774253.67","414287.410058784","0.0499100952417959","0.0028010259783784","","340971.4676","8.10572345916107","27638.204238299","0.181124003306647","","","","","","","","","490925","0.797765192992955",""
"Europe & Central Asia (excluding high income)","ECA","1996","-7.77348280724696","","6.11226286573231","","26.7788775704587","","3.63230084149514","","2.39128722050054","","24.0005664479439","0.123922439994459","","0","","-2.7783111225148","","21.832743040305","80.9604190919674","139090","154243","","5769171.69995117","0.201874122009408","64.9263146090516","","0.389345038429466","","","-20.0363793073471","1070090","694770","0.284267582807831","1.389820864873","-17.7734653360903","171800","6.45518044237485","11090","3.54251900573881","","","","","","","","","5923414.69995117","5.80782661385852",""
"Europe & Central Asia","ECS","1973","","","0.747477648553769","","12.8840955928312","","3.8267836941353","","0.0418401699463488","","","0.0248902139148201","","0","","","","38.481170250764","48.6515302400925","367276.779291202","556672","","12707100","0.0387349765933621","43.9082939721762","","0.135724727364964","","","","1339425.1165","588118.717689984","0.0436857103903886","0.0157467716211188","","754913.108547073","5.99249919012692","45238.1619158453","0.0061381767650033","","","","","","","","","13263772","0.240030362734837",""
"European Union","EUU","2009","7.99644270997407","","0.592658957428771","","17.2989872621187","","4.89594016612731","","0.117296376122797","","21.1169421512672","0.0070441549785584","","0.0004528567715675","","3.81795488914846","","","","168090","1112413.57244873","","4741021.1809082","0.0469617566035553","","","0.0518775330564617","","","-27.4795836280058","435540","84950","0.0152756827563458","0.0902467386981646","-35.2939245394393","229320","","27060","0.0449701387912395","0.0041489904153954","99.6559020432441","97.3646190562485","","","","","","5853434.7265625","0.249331849905767",""
"Fiji","FJI","1999","25.5385944735549","479445100.253084","0.742410631868521","13937538.3478421","11.6957826599083","219569079.877302","4.80706700000004","90244775.2997858","0","0","33.47033989","0.300619123303108","5643629.52155801","0","0","21.7745572287265","408781492.822698","80.2325581395349","94.5945945945946","350","16860.01953125","","39206","0","9.30232558139535","","0.447800194337274","","","11.1276588040636","860","80","0.394801431192486","0","2.09714955642268","370","2.7027027027027","10","0","","","","","","","","","56066.01953125","0.842601625529759",""
"United Kingdom","GBR","1987","4.3147767321415","33446423316.868","0.749395065929667","5809010793.06041","14.9092587920412","115570610452.387","4.4","34107040000","0.874617267665193","6779683212.03351","16.44813481","0.000040278865165","312225.65121277","0","0","1.53882934460152","11928389547.6132","23.7011794289084","35.965535610257","22583.38561","29435","","924062","0.0081368645738845","30.7500450891769","","0.0104315626933444","","","","120732","37125.144437065","0.000078938721499","0.0873799697989217","","62791.74","5.01757296572766","3150.62137095","0.994021644707108","","","","","","","","","953497","1.10004898049476",""
"Gibraltar","GIB","1966","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","1","",""
"Equatorial Guinea","GNQ","1970","","","0.145024291023601","96965.3127518941","10.0433814915365","6715148.34197629","1.5","1002921.42855","","","","0","0","0","0","","","8.2432265267113","44.9143443906678","5.51195841","","","4000","","51.7290968307727","","14.6066044242405","","","","75.8031","39.2122589997274","0","","","12.272156","44.6348601582314","5.477659669","","","","","","","","","","4000","14.6066044242405",""
"Equatorial Guinea","GNQ","1974","","","0.197834541062035","187000.916241224","10.4094017735055","9839372.12742928","1.5","1417858.443","","","","0","0","0","0","","","8.94731005394975","44.8166772277131","5.72247166","","","4000","","52.5904739813954","","4.59504841252063","","","","79.0276","41.5609894161212","0","","","12.768621","45.0204641519237","5.74849244","","","","","","","","","","4000","4.59504841252063",""
"Guatemala","GTM","1968","","","","","","","","","","","","","","","","","","","","","","","1900","","","","","","","","","","","","","","","","","","","","","","","","","1900","",""
"Guam","GUM","1991","","","","26485138.4154239","","","8.3161306","","","0","","","0","","","","","","","","176","","514","","","","","","","2.59827140417221","","","","","-4.88128907502645","","","","","","","","","","","","","690","",""
"Guyana","GUY","2016","","","1.91094644419391","85610400.6998871","2.34075963319298","104866031.567046","2.92","130816000","0","0","","7.68310503598595","344203105.612171","0","0","","","","","850","336.699981689453","","43732","0","","","5.52022851466653","","0.012416916","","1440","70","10.5698505097861","0","","900","","30","0","0.612671872","95.53634959","85.75872184","","","","5.30607683828947","8.74","44068.69921875","16.0900790244526",""
"High income","HIC","1977","11.7804853068207","","0.868341165676165","","14.0742261101868","","5.18969763023927","","1.34726723523631","","22.9557817963348","0.0746527831376469","","0.0005068255163622","","8.88155568614792","","37.8084707287753","44.6519844614184","450800.449996615","2435845","","32199754","0.331195660728145","38.5848067493884","","0.129170862137426","","","","1770449.627226","683124.567260419","0.148590673405657","0.390212775297025","","1009586.59605853","9.5968233574754","96888.2422644854","1.81330644268406","","","","","","","","","34635599","2.81247641425232",""
"Hong Kong SAR, China","HKG","1999","","","0.448556535384054","758684038.383235","10.5751339656027","17886675838.0807","3.14728277374103","5323282610.67785","0","0","30.78994877","0","0","","","20.2148666055252","34191223227.9193","","","","6052","","127780","0","","","0.0005294829484041","","","72.2868052609249","","","0","0","49.6793444723049","","","","0","","","","","","","","","133832","0.0005294829484041",""
"Indonesia","IDN","1967","","","","","","","","","","","","","","","","","","","","","112101","","1086299","","","","","","","","","","","","","","","","","","","","","","","","","1198400","",""
"India","IND","1968","","","","","","","","","","","","","","","","","","","","","98471","","1427129","","","","","","","","","","","","","","","","","","","","","","","","","1525600","",""
"Iceland","ISL","1995","","","0.424816640910586","29772830.8333678","15.6980469378694","1100181233.23428","4.5","315377802.675","0","0","20.11907361","0","0","","","4.42102666268677","309843038.76572","56.3636363636364","84.6153846153846","330","3485","","1624389","0","1.81818181818182","","0","","","-2.71088921146283","550","10","0","0","-6.3669957280198","390","12.8205128205128","50","0","","","","","","","","","1627874","0",""
"Iceland","ISL","1997","","","0.467695849453552","34855451.4970477","13.3831530058651","997391447.92181","4.9657839","370079486.643936","0","0","20.78796578","0","0","","","7.40481277511638","551850295.07819","57.1428571428571","85.3658536585366","350","3663","","2225451","0","1.78571428571429","","0","","","-0.857194699381914","560","10","0","0","-3.18918877903316","410","12.1951219512195","50","0","","","","","","","","","2229114","0",""
"Jordan","JOR","2003","22.5800643941464","2331518561.97975","3.5506964652913","366629367.050373","9.96157885585115","1028589006.81713","3.96744405481599","409660898.036131","0.03878778058761","4005056.35588242","32.18522479","0","0","0.021541353587231","2224265.83299816","22.2236459387965","2294716353.18287","9.11392405063291","66.6666666666667","400","650","","481","0","5.56962025316456","","0.0315146231561567","","","83.4264862118343","3950","220","0","0.0596367634178485","-4.21633065012431","600","15","90","0.0017752906414051","0.212089624","98.98677926","98.39671048","","","","","","1131","0.0929266772154103",""
"Kyrgyz Republic","KGZ","1976","","","","","","","7.9","","","15391192.6811651","","","0","","","","","77.9104084317402","83.8795266046188","1960.709266","0","","","","11.736768920466","","","","","","5148.38","604.253463747486","","","","2337.5302","2.18175978924251","50.999293965","","","","","","","","","","0","",""
"St. Kitts and Nevis","KNA","1996","","","0.660176875298715","2101709.75929994","11.2296337717436","35750162.9858796","3.6","11460800.0016","0","0","","0","0","","","","","14.2857142857143","50","10","0","","687","0","0","","0","","","15.492826857176","70","0","0","0","96.1099781559072","20","0","0","0","","","","","","","","","687","0",""
"Liechtenstein","LIE","2001","","","","","17.8038498010627","398993600.054417","2.3494108165292","52651527.0667932","","","","0","0","0.0071399822308446","160010.74185872","","","50","0","0","","","0","","0","","0.0084335659987914","","","","20","0","0","","","10","0","0","","0","100","99.95","","","","","","0","0.0084335659987914",""
"Liechtenstein","LIE","1963","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Lesotho","LSO","1978","","","","","1.56904000978793","6971907.31102943","3.4","15107635.6942","","","23.16301138","0","0","5.78646466799129","25711705.9298154","21.5939713603066","95951133.0889706","64.2589673349242","80.9692910817558","400.1669162","24","","0","","21.2612631436869","","9.87909487012008","","","","990.912","210.68040784237","0","","","494.2206","5.39530453627388","26.664706451","","","","","","","","","","24","9.87909487012008",""
"Lithuania","LTU","1972","","","","","","","4.8","","","","","","0","","","","","79.6560230074284","51.8499167330759","3146.479013","","","","","9.14506825160517","","","","","","4945.25","452.246487712505","","","","6068.436","7.39486720253785","448.752783471","","","","","","","","","","","",""
"Latvia","LVA","2004","1.47135691783861","207521178.8463","1.15677040099651","163151682.884624","23.347827849621","3292993494.72","4.54729307657838","641353303.450924","0","0","21.4","0","0","0","0","-1.91916575774326","-270680441.72","51.9607843137255","89.5424836601307","1370","545","","125391","0","17.156862745098","","1.58305173973865","","","-42.9559460892782","2040","350","0","0","-59.0775595704628","1530","7.84313725490196","120","0","0","97.95886299","88.54481655","","","","","","125936","1.58305173973865",""
"Mexico","MEX","1999","8.895226830442","52234817850.5264","1.18438172430932","6954961892.94093","15.3223253834902","89976218786.6928","3.56","20905138800","1.03067808324266","6052378760.76006","22.92599097","0.0534314066512711","313761509.079794","0","0","7.60371804464526","44650781213.3072","51.1413307430792","89.4520547945205","32650","48443","","1238933.5","0.0009599169087371","33.0451675570665","","0.0935022636000898","","","4.09927213910231","102950","34020","0.0839851234066084","0.0792504583107231","-1.56226174468733","36500","4.54794520547945","1660","1.99468930821353","","","","","","","","","1287376.5","2.25238707043968",""
"Mali","MLI","1986","0.820480498596493","14995184.6988192","0.202299821005688","3697252.01964883","2.82624170494601","51652679.6696157","2.7","49345473.483","0","0","2.4058708","0.033975151994817","620933.319200421","1.22451848020568","22379423.7757159","-0.418726048197321","-7652679.66961566","79.4812034540358","82.1650801829969","3657.88995","10","","61002","0","3.93330208480702","","3.76886151107081","","","","7653.64","301.040781683624","0.112763087509725","0","","4451.879","1.54281536393959","68.684273196","0","","","","","","","","","61012","3.88162459858054",""
"Myanmar","MMR","1968","","","","","","","","","","","","","","","","","","","","","520","","396100","","","","","","","","","","","","","","","","","","","","","","","","","396620","",""
"Middle East & North Africa (excluding high income)","MNA","2014","","","3.16186514070264","","11.6201091030292","","3.9190375396669","","6.51438876655874","","","0.124068911140202","","0.106590482134516","","","","","","57830","1503972.97290039","","2861271.796875","0.0014033113110094","","","0.127274412205387","","","","355470","190190","0.417393004336349","2.00414925288899","","97590","","10660","18.811349178406","2.42568549148197","91.8169939201954","87.3851691690545","","","","","","4365244.7734375","21.3615691591478",""
"Montenegro","MNE","1977","","","","","","","","","","","","","0","","","","","","","0","","","","","","","","","","","","0","","","","","","0","","","","","","","","","","","",""
"Mongolia","MNG","1968","","","","","","","","","","","","","","","","","","","","","","","300","","","","","","","","","","","","","","","","","","","","","","","","","300","",""
"Mozambique","MOZ","1989","","","","11899190.3705566","","","1.8","","","82431.8077927898","","","347396.07541278","","0","","","57.6422945462241","78.4268220347091","5082.53804","20","","31167","","20.1782199385341","","","","","","8536.29","1722.47137079109","","","","6480.612","3.68827248722806","239.0226294","","","","","","","","","","31187","",""
"Malaysia","MYS","1965","","","","","","","","","","","","","","","","","","","","","21508","","208500","","","","","","","","","","","","","","","","","","","","","","","","","230008","",""
"Niger","NER","2005","13.0398182292659","607332317.246861","0.356714627519782","16614059.9139039","2.34517617259558","109227080.793041","2.66250000000001","124006505.784001","0.0362396141588441","1687867.76443141","19.02279756","0.149840417278187","6978849.41667021","5.75750849740159","268157187.149093","16.6776213856243","776763775.706959","69.8249849124925","91.7941585535466","6600","40","","50018","0.0570957625263147","10.1388050694025","","6.87394099417757","","","33.9957690170136","16570","1680","0.220849423479795","0","7.71578524595442","7190","2.50347705146036","180","0","78.4450149","40.55557252","7.901511602","","","","","","50058","7.15188618018368",""
"Niger","NER","1999","2.29555474816224","60571062.3746803","0.461568723242085","12179063.8833947","5.26803636146699","139003680.612696","2.67","70451265.2856","0.0035478522342741","93614.486498485","10.15348472","0.0007285291222113","19223.1454895852","4.79404850137191","126496922.382841","4.88544835413272","128908620.987304","69.0366972477064","92.2522522522522","5120","14","","11000","0.0417444328215206","10.7798165137615","","5.83750589502771","","","33.7353663565141","13080","1410","0.0010303882814688","0","38.1418735139953","5550","2.88288288288288","160","0","","","","","","","","","11014","5.8802807161307",""
"Nepal","NPL","2013","39.7025761783659","7710187517.9982","1.10438480360821","214470060.824083","4.98866135688889","968791404.180054","3.03149400681056","588712106.418258","0.0019993810621189","388277.144526232","43.4563961","0","0","0.690268387391135","134049203.271396","38.4677347436168","7470382952.81995","","","5280","36020","","21500","0.004847147723338","","","0.953055076014448","","","","28390","8760","0","0","","7320","","1540","0","29.82281853","86.84929516","51.75956388","","","","","","57520","0.957902223737786",""
"Other small states","OSS","1973","","","1.90588241658936","","14.5954356701033","","3.38084452329239","","15.5673668548095","","","0.0367654150118356","","","","","","43.9075146495586","79.3928033307935","9230.57495933365","0","","1028797","0","47.389459409636","","2.4108085419541","","","","29088.3044","13784.7902065894","0.147217828776755","0.0424832484232707","","11626.4630698","4.70398665719073","546.9072715066","19.1551495461914","","","","","","","","","1028797","21.7556591653456",""
"Peru","PER","1994","10.5650479288554","4558910781.83318","0.790504549218827","341109641.602197","6.37256324002007","2749816892.31094","2.6052128","1124172157.36915","0.907673927963358","391669255.496633","17.43810785","1.4075310067171","607361966.126195","0","0","11.0655446127547","4774879487.68906","70.4271631982475","82.2727272727273","5430","5903","","12001264","0","10.13143483023","","0.283009007645732","","","1.70896099591176","18260","1850","1.71749980205984","0.008882733849878","3.85195665028986","6600","5.3030303030303","350","0.999660030526997","","","","","","","","","12007167","3.00905157408245",""
"Philippines","PHL","1963","","","","","","","","","","","","","","","","","","","","","63070","","529446","","","","","","","","","","","","","","","","","","","","","","","","","592516","",""
"Pre-demographic dividend","PRE","1973","","","0.637654780694326","","9.81303314458465","","3.47442296307028","","0.64388729439535","","","1.21219276437295","","0.45207598622414","","","","54.7861274899634","66.7551509251137","185776.9412329","5847","","2232902","0.0168254699489901","21.5176026139499","","2.92955651573485","","","","397434.3091","85518.3352836353","2.99302049890375","0.0048501161316774","","278296.039569","1.5898207251717","4424.4081144","4.26152513334646","","","","","","","","","2238749","10.2057777340657",""
"Paraguay","PRY","2012","15.4357586210376","4916772893.83758","0.515209017065461","164110219.132066","10.3262738870759","3289241869.40316","4.88","1554432944.3728","0","0","21.39724153","0","0","0","0","11.0709676381031","3526450168.59684","","","8460","5400","","18873","0","","","1.47247049255411","","","4.80516615164281","27920","1070","0","0","4.39838657274594","9270","","250","0","0.714087819","92.9507651","84.38013804","","","","","","24273","1.47247049255411",""
"Qatar","QAT","1982","","","1.18729883516781","96701903.7695566","10.834584462271","882444177.506145","2.1752652345418","177168782.747262","20.7751601996291","1692074044.81089","","0","0","0.0001582510089584","12889.0666666667","","","0.540662457637484","0.859532746990926","9.930943372","0","","2331","0","95.4229724945789","","0.0001696665817208","","","","3263.89","3114.50085695331","0","0.160123371056053","","1155.3886","2.12691006852586","24.574076464","36.2801496688807","","","","","","","","","2331","36.4404427065185",""
"Romania","ROU","1991","-5.21378343444908","-1512714777.24209","6.19492958162939","1797382196.61883","25.0513567983027","7268341329.32507","3.1896811","925446519.849489","2.00811891456769","582630865.803669","24.90260974","0.0516689829663873","14991116.344015","0","0","-0.148747055285618","-43157118.3250685","36.590807675145","72.9375481881264","9460","29530","","95473","0.226894416747022","53.4136546184739","","0.945541261288182","","","-11.9363841971031","44820","23940","0.139815007348081","1.57958392630921","-20.4805469549014","12970","3.93215111796453","510","1.14777585426799","","","","","","","","","125003","4.03961046596049",""
"Saudi Arabia","SAU","1990","-5.5545952011923","-6783604935.40811","1.84398068569039","2251979852.20625","13.3699145494697","16328141842.6854","5.6956624","6955884662.624","10.6676648531478","13027992378.5553","14.63300507","0.0017361131824065","2120245.58514576","0","0","1.26312405082831","1542602878.31458","10.3589743589744","78.2909930715935","3390","1988","","40630","0","11.2820512820513","","0.0012819192301931","","","","19500","2200","0.0093881804955338","0.33326334652193","","4330","6.23556581986143","270","47.2994052523995","","","","","4.936880785","0.608596048","","","42618","47.6433386986472","4.328284737"
"Senegal","SEN","2014","11.7108982104647","2274200039.34457","1.62481965462835","315532152.707268","10.739939883568","2085644607.85279","5.1111522423869","992561153.024582","0.0155507844102778","3019887.44860667","19.3739361","0.393879806261147","76489561.6713404","0","0","8.63399621337762","1676680488.14721","","","4520","1012","","458609","0","","","2.45092372663374","","","","10110","610","0.637646863375038","0.0429857912705749","","7420","","2610","0","15.01289227","77.3330898","51.10360838","","","","","","459621","3.13155638127936",""
"San Marino","SMR","1964","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Sub-Saharan Africa (excluding high income)","SSA","1987","11.1783137376767","","1.7819697390269","","11.9478236381165","","3.97155234905171","","2.47013259751174","","24.938958828758","0.831785982687261","","0.700485482790549","","12.9911351906415","","56.3067803202988","69.4696150253455","257999.793930963","11115","","4420743","0.772772820839372","18.9278282553114","","2.64453494462182","","","","548764.4336","103869.18951804","1.63895181076804","0.0053989048676223","","371385.09237","2.30427125703493","8557.71993639455","2.92391096991687","","","","","","","","","4431858","7.98556945101373",""
"South Sudan","SSD","1971","","","","","","","1.07046664867207","","","","","","0","","","","","","","0","","","","","","","","","","","","0","","","","","","0","","","","","","","","","","","",""
"South Sudan","SSD","1969","","","","","","","","","","","","","","","","","","","","0","","","","","","","","","","","","0","","","","","","0","","","","","","","","","","","",""
"Slovak Republic","SVK","1995","-4.90711365828222","-1275044592.05642","2.47831983006195","643956614.164274","29.5104035222899","7667864052.2197","3.4","883442266.652","0.0243336719965883","6322763.04253891","23.71574388","0.0098005190438821","2546527.28190979","0","0","-5.7946596371798","-1505660954.2197","37.2357723577236","50.1718213058419","1460","1617","","1950","0.0140893430132909","45.5284552845528","","0.418778213317947","","","-31.0935363762909","6150","2800","0.0196466226878812","0.0171850926586603","-22.592759323319","2910","6.52920962199313","190","0.0146132436269154","","","","","","","","","3567","0.484312515304694",""
"Europe & Central Asia (IDA & IBRD countries)","TEC","2002","1.25580869764249","","6.06103713419897","","16.3805302502773","","3.68245670587282","","3.47108471474589","","23.6019700573612","0.115942724295915","","0.0000232420734627","","7.2214398070839","","16.8789257842917","79.2396411789833","148400","268072.759765625","","4449225.33911133","0.236832561724206","69.0496790157637","","0.303550221308536","","","-22.4586430469898","1155820","798090","0.235409105160103","2.65889389723089","-33.2940009652449","187280","7.09098675779581","13280","4.25867989424548","0.142990713124773","93.7485137563418","87.7247975343585","","","","","","4717298.08886719","7.69336567966922",""
"Turkmenistan","TKM","1995","","","20.7897810833544","519875117.67794","18.3368162546646","458535588.711182","2.32","58014573.0336","11.2126761330583","280387335.527335","","0","0","","","","","12.5879917184265","75.4285714285714","1320","1669","","9740","0","84.2650103519669","","0","","","-44.5009961660165","24150","20350","0","15.2849624034689","8.59936196532043","1750","1.71428571428571","30","8.5381537196817","","","","","","","","","11409","23.8231161231506",""
"South Asia (IDA & IBRD)","TSA","2012","21.8494543929799","","3.1023253597941","","9.81316335027366","","2.82486588671312","","1.24932150472776","","33.6994161148937","0.254042615474004","","0.255974778357476","","23.8862527646201","","","","293870","6129776.09585571","","7525654","1.19493513034401","","","0.301983129375655","","","29.9640134604094","945160","166550","0.61438480158651","0.288520519471826","44.8604021529118","336940","","20380","1.14082200708426","32.0434952789221","87.2368919601706","48.4732179295646","","","","","","13655430.0899963","3.54064558786226",""
"South Asia (IDA & IBRD)","TSA","1965","","","","","","","","","","","","","","","","","","","","","132677","","2018693","","","","","","","","","","","","","","","","","","","","","","","","","2151370","",""
"Trinidad and Tobago","TTO","1966","","","","","","","","","","","","","","","","","","","","","","","3000","","","","","","","","","","","","","","","","","","","","","","","","","3000","",""
"Turkey","TUR","2012","11.4298032023135","99892822451.1955","1.16357271152028","10169253155.4195","14.6128221904208","127711389841.177","3.91261068384083","34194965341.35","0.101841548925694","890062548.314907","23.55666909","0.161268758723806","1409437345.24328","0","0","8.94387553764248","78166610158.8232","","","22990","212805","","432444","0.0709482648391929","","","0.0653970576636601","","","79.8156439486364","46610","12810","0.268369898160923","0.0093791810095149","24.6062331058361","29590","","2880","0.111895587828622","0.319216772","95.76048666","94.58795835","","","","","","645249","0.525989989501913",""
"Tanzania","TZA","2019","","","1.0643984574345","655434382.48944","11.3490388854051","6988501572.6471","3.73","2296856247.404","0.198065295603465","121964480.321914","","0","0","0","0","","","","","","","","","0.0117181052436459","","","1.82413189991322","","","","","","0","0.207094139134813","","","","","0","11.00161827","60.40166847","31.58598153","","","","","","","2.04294414429168",""
"United States","USA","1978","13.3408627498629","313491597413.929","1.08602640258086","25520100023.6865","13.7813835862129","323843220338.983","6.6","155090760000","1.79868274992398","42266526467.3637","23.44586221","0.0388668157268028","913315756.037848","0","0","9.66443871809456","227100779661.017","32.345781308792","40.5982710888839","151746.71554","158795","","3502537","0.402628447688834","38.3768065900621","","0.171731892408092","","","","581486","223155.757568288","0.0649319813853788","0.711070138451239","","373776.3","16.4864684796762","61622.511884","1.36556630865905","","","","","","","","","3661332","2.71592876859259",""
"Vanuatu","VUT","1960","","","","","","","","","","","","","","","","","","","","","0","","1400","","","","","","","","","","","","","","","","","","","","","","","","","1400","",""
"South Africa","ZAF","1987","-0.559865345609169","-478443301.90161","3.91100363060512","3342220599.02621","17.9492395138043","15338855113.9264","4.7","4016472061.672","1.29968007629766","1110665684.16198","20.33260967","2.34158104894562","2001041460.26185","0.0909707449264943","77740735.1971818","2.38337015516573","2036753115.07362","35.3825387441685","58.0554598060775","12079.643644","1096","","1466359","2.36459322770888","46.1551639679527","","1.17644449257964","","","","48965.6","22600.1529678919","3.95044908314108","0","","20807.076","7.88933815755755","1641.54058634","0","","","","","","","","","1467455","7.49148680342959",""
"Zambia","ZMB","1986","","","2.06651970812278","28013794.1488777","25.772857980328","349377523.597405","3.8","51512897.432","0.0603100364541913","817564.400522352","","0.0411684275907555","558080.259978765","0","0","","","63.5747140390071","70.6437068093126","14304.3255887","695","","56229","0.539766127668179","9.70879449493058","","6.91931143377502","","","","15331.2","1488.4747016068","0.0941774334769098","0","","20248.549","0.650804006252497","131.7783681","0","","","","","","","","","56924","7.55325499492011",""
"Zambia","ZMB","1961","","","","","","","","","","","","","","","","","","","","","","","20400","","","","","","","","","","","","","","","","","","","","","","","","","20400","",""
