"Country Name","Country Code","Year","average_value_Access to electricity, rural (% of rural population)","average_value_Agricultural irrigated land (% of total agricultural land)","average_value_Agricultural land (% of land area)","average_value_Agricultural land (sq. km)","average_value_Agricultural machinery, tractors","average_value_Agricultural machinery, tractors per 100 sq. km of arable land","average_value_Agricultural methane emissions (% of total)","average_value_Agricultural methane emissions (thousand metric tons of CO2 equivalent)","average_value_Agricultural nitrous oxide emissions (% of total)","average_value_Agricultural nitrous oxide emissions (thousand metric tons of CO2 equivalent)","average_value_Agricultural raw materials exports (% of merchandise exports)","average_value_Agricultural raw materials imports (% of merchandise imports)","average_value_Agriculture, forestry, and fishing, value added (% of GDP)","average_value_Agriculture, forestry, and fishing, value added (current US$)","average_value_Annual freshwater withdrawals, agriculture (% of total freshwater withdrawal)","average_value_Arable land (% of land area)","average_value_Arable land (hectares per person)","average_value_Arable land (hectares)","average_value_Average precipitation in depth (mm per year)","average_value_Cereal production (metric tons)","average_value_Cereal yield (kg per hectare)","average_value_Crop production index (2014-2016 = 100)","average_value_Employment in agriculture (% of total employment) (modeled ILO estimate)","average_value_Employment in agriculture, female (% of female employment) (modeled ILO estimate)","average_value_Employment in agriculture, male (% of male employment) (modeled ILO estimate)","average_value_Fertilizer consumption (% of fertilizer production)","average_value_Fertilizer consumption (kilograms per hectare of arable land)","average_value_Food production index (2014-2016 = 100)","average_value_Forest area (% of land area)","average_value_Forest area (sq. km)","average_value_Land area (sq. km)","average_value_Land under cereal production (hectares)","average_value_Livestock production index (2014-2016 = 100)","average_value_Permanent cropland (% of land area)","average_value_Rural land area (sq. km)","average_value_Rural land area where elevation is below 5 meters (% of total land area)","average_value_Rural land area where elevation is below 5 meters (sq. km)","average_value_Rural population","average_value_Rural population (% of total population)","average_value_Rural population growth (annual %)","average_value_Rural population living in areas where elevation is below 5 meters (% of total population)","average_value_Surface area (sq. km)"
"New Zealand","NZL","1976","","","63.4803083817553","167150","92000","333.212604128939","90.270687828764","22894.3615764433","95.1112630744849","9302.357085","29.9493699162453","1.73810387060563","10.78487539387","1467264224.47389","","10.4857392427177","0.887638643304935","2761000","","919962","4003.3","32.78","","","","139.317426328671","191.110105034408","52.11","","","263310","229801","60.32","0.113934146063575","","","","527914","16.972","-0.600752130894931","","267710"
"New Zealand","NZL","2016","100","","40.3099008772929","106140","","","","28080","","14530","12.4174852601224","0.854510604655463","5.54855538607777","10483632376.7425","","2.05461243401314","0.114762096688657","541000","","1096490","8383.8","101.65","6.6100001335144","4.42000007629395","8.5600004196167","297.907113475177","1552.86147874307","100.66","37.396035091717","98467.5","263310","130787","100.36","0.254452926208651","","","","641118","13.6","1.81320068640933","","267710"
"Pakistan","PAK","2008","57.1689708996999","54.6257752102625","45.8086861768369","353130","","","84.6568543556392","98930","90.8678622964337","44080","1.40698074591916","4.93930477857561","22.5002660331506","38267960637.2859","","38.2160647571606","0.171629329306138","29460000","","35528100","2653.7","94.16","44.7000007629395","75.3499984741211","37.5900001525879","121.657676541249","119.154650373388","84.9","5.41878891656289","41772.36","770880","13387900","78.61","1.10652760481528","","","","112275600","65.41","1.95317978194375","","796100"
"Panama","PAN","1982","","","25.7465698143664","19140","5380","119.555555555556","84.3916828922864","2322.85575410532","87.4944157698909","866.024277","0.446470340267252","0.493009040556362","6.76074682310878","390079400","","6.05326876513317","0.216998400962894","450000","2928","256212","1448.8","120.18","","","","","60.6666666666667","70.54","","","74340","176840","39.47","1.66801183750336","","","","1013524","48.874","1.63797031340809","","75420"
"Panama","PAN","2001","55.2954306678803","","30.137207425343","22404","","","59.6009975062344","2390","91.7355371900827","1110","0.873270212619783","0.510714793158605","6.73216603655216","841656300","","7.37153618509551","0.177366885019975","548000","","418146","2542.5","103.86","18.0599994659424","3.15000009536743","26.25","","53.2846715328467","79.97","59.6008205542104","44307.25","74340","164462","66.97","2.15227333871402","","","","1158708","37.503","1.14416711205028","","75420"
"Peru","PER","1972","","","14.275","182720","11200","39.2982456140351","60.8893564094353","7865.19994611958","71.1469449843658","3914.75037","6.48811482051691","3.51494832448247","15.0205883146629","1380303956.70026","","2.2265625","0.200394404313219","2850000","1738","1425225","1698.3","28.85","","","","460.470125845584","42.7526315789474","26.46","","","1280000","839220","23.31","0.22890625","","","","5753207","40.453","0.183753287218835","","1285220"
"Pacific island small states","PSS","1971","","","8.4696150174992","5324","2571","","93.4407217485693","2127.85158309839","98.5111555502893","2168.817671129","8.24803511544581","1.11174688174638","","","","1.97420792867378","","","","21453","1879.00683191732","0.110521047205568","","","","","","0.102982006421268","","","62860","11417","0.0730729072947252","4.77887368755966","","","","860632","73.1483343759216","1.79332205755378","","63810"
"French Polynesia","PYF","2016","100","","12.431693989071","455","","","","","","","","","","","","0.683060109289617","0.0091049472641455","2500","","","","99.54","7.5","4.30000019073486","9.92000007629395","","296.644","99.87","40.8360655737705","1494.6","3660","","100.91","6.28415300546448","","","","105069","38.266","0.398627268276174","","4000"
"Qatar","QAT","2002","100","","5.55555555555556","645","82","71.304347826087","3.48837209302326","90","29.1666666666667","70","0.0237486860141174","0.786514204362741","0.256795868565916","49725274.7252747","65.20879245","0.99052540913006","0.0179443008900373","11500","74","6467","4069.6","67.93","2.44000005722046","0.0399999991059303","2.94000005722046","0.189182895161876","131.391304347826","68.75","0","0","11610","1589","69.33","0.258397932816538","","","","21200","3.30800000000001","-1.35399946224571","","11610"
"Romania","ROU","1989","","","64.3470678003052","147580","151700","160.393317826179","40.9069027299261","16375.4831387194","55.227927302341","14127.47004","2.71805733052276","4.23946362417458","","","","41.2382821015915","0.408350804167855","9458000","","18379030","3049.3","97.1","","","","51.3661609572446","145.696764643688","104.48","","","229350","6027200","125.96","2.594288205799","","","","11000766","47.496","-1.04295111844147","","238390"
"South Asia","SAS","1961","","","55.1282858627069","2635040","42202","2.05821246378791","","","","","","","41.4175226257716","21441452427.5629","","42.9186542709756","0.350709647750347","","","116542307","1018.98030015304","0.0486361769166491","","","","165.953091860058","2.37901503106681","0.0463360916066514","","","4779833","114373056","0.034754071538766","1.38875144801084","","","","486226845","83.1242663687215","1.95026462569257","","5144770"
"Solomon Islands","SLB","1986","","","2.35798499464094","660","7","5.38461538461539","98.8736639981325","2115.23395601125","99.5123227338166","3664.19199642","32.7765417045136","0.417051644645163","","","","0.464451589853519","0.0466227217627692","13000","","6500","2760.1","64.45","","","","","","65.16","","","27990","2355","74.83","1.71489817792069","","","","243040","87.163","2.46596967397406","","28900"
"Sub-Saharan Africa","SSF","1987","","","40.4876497965694","8600140","246510","","56.3058959617","308995.491466757","69.4683908427923","258004.027960885","","","19.469028191939","62076293896.5504","","6.62753206699128","0.318356449427493","","","64104893","1088.19407228208","1.88900838426472","","","","127.464830725106","12.596063975355","2.9058423639099","","","23823744.271","58909652","5.83906035457038","0.878803087801547","","","","347599508","74.2649722931609","2.16860519622502","","21884801"
"Small states","SST","2013","57.7227319167008","","32.4418606882973","811318.38","","","","19880","","15040","0.686519703270806","0.930206174985877","2.78648153809849","13313116122.6736","","2.00890679257898","0.135077683548601","","","3545001","2006.86163948685","0.152081955517336","20.5405693481914","21.7021378680706","19.8248403953335","5.97958709700453","64.5085264265942","0.164326503039511","40.2963534623194","1007746.52","2500838","1763686","0.169759556230459","0.575839128305995","","","","16210652","43.5613797522551","0.635068029611702","","2573075"
"Thailand","THA","2007","90.7465020142134","","38.7558965726477","198000","","","66.8384467881112","55770","88.2565959648215","17060","4.73394143964731","1.79215316557319","9.3476847010693","24579033669.1948","90.37448086","29.7520014093053","0.229669476612274","15200000","1622","36666662","3090.2","94.54","39.5299987792969","37.5499992370605","41.2099990844727","1529.54013868613","137.859867763158","95.64","38.6590068312161","197505","510890","11865365","81.97","7.43800035232633","","","","39742329","60.05","-1.54435630334258","","513120"
"Timor-Leste","TLS","2002","7.76159344508583","7.98618784530387","24.3443174176194","3620","","","25.9414225941423","620","90.9090909090909","200","","","24.6748665650892","115838900","","9.7511768661735","0.157147672209464","145000","1500","147370","1667.2","89.11","55.8800010681152","56.7000007629395","55.2099990844727","","","78.78","63.6381977135172","9463","14870","88396","78.09","4.50571620712845","","","","692218","75.021","1.87733082486255","","14870"
"Trinidad and Tobago","TTO","1975","","","20.6627680311891","1060","3066.48","471.766153846154","7.83418396804355","151.635331211864","33.7639517492783","91.048085","0.0346570319530418","0.479228280955222","5.03575394736413","123006728.730759","","12.6705653021442","0.0642969768550667","65000","","24886","2686.3","335.74","","","","15.7661607644744","107.876923076923","126.83","","","5130","9264","53.53","6.82261208576998","","","","528809","52.309","-0.335286336107287","","5130"
"Tanzania","TZA","2020","","","","","","","","","","","","","26.7370944260437","16686553367.8717","","","","","","","","","","","","","","","51.642582975841","457450","885800","","","","","","","38691642","64.773","1.82064885947883","",""
"Uzbekistan","UZB","2011","99.6543267390338","","59.7484720263282","254170","","","","16160","","10670","","","31.6232422641087","17872280379.7233","","9.71556182416549","0.14086859308643","4133000","","7063268","4429.9","66.9","27.0900001525879","25.2000007629395","28.4300003051758","76.0528075703566","213.023711589644","70.84","7.96793606017866","33895.6","425400","1594471","76.25","0.848613070051716","","","","14332297","48.85","2.28767187021745","","447400"
"Venezuela, RB","VEN","1969","","","22.4930559492092","198400","17700","60.5335157318741","","0","","0","0.0277093028195502","2.89026153657748","7.09072445606378","729288888.888889","","3.31500481832096","0.264657154939205","2924000","","920157","1200.8","49.87","","","","214.915006397368","16.0848153214774","37.86","","","882050","766311","32.04","0.653024204977042","","","","3212833","29.08","-0.0230610978509145","","912050"
"Kosovo","XKX","1967","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10887","","","","","","","","","","","10887"
"Albania","ALB","2009","100","16.8151169566303","43.8430656934307","12013","","","","2030","","1020","2.98753973681666","0.997295222042288","16.7943876651647","2022753561.08408","","22.2262773722628","0.208025976944983","609000","","630900","4315.3","75.14","44.0499992370605","57.2200012207031","35.0499992370605","","90.3783579638752","80.52","28.4960948905109","7807.93","27400","146200","87.83","3.17518248175182","","","","1432259","48.924","-2.86739570289843","","28750"
"American Samoa","ASM","1993","","","16","32","11","91.6666666666667","","","","","","","","","","6","0.0235178833904949","1200","","","","41.01","","","","","","47.37","89.84","179.68","200","","98.81","10","","","","8341","16.346","-2.91827667570598","","200"
"Antigua and Barbuda","ATG","1972","","","15.9090909090909","70","141","470","51.4096506281189","13.4729271401111","56.0797744091171","6.2513577","","","","","","6.81818181818182","0.0467770605295163","3000","1030","92","2300","67.58","","","","","","84.36","","","440","40","127.03","2.27272727272727","","","","42343","66.022","-0.461818402844097","","440"
"Australia","AUS","1992","100","","60.6594379287453","4660040","","","64.5421150995682","100150","95.4318718823838","72700","10.1432595724181","1.8809873367337","3.05340078163651","9920018457.27909","","2.11212787836976","0.927464989997142","16226000","534","25261706","1896.6","62.03","5.05000019073486","3.60999989509583","6.1100001335144","262.285518320751","87.7895137433748","67.34","17.3735183473699","1334685.8","7682300","13319773","81.69","0.0231701443578095","","","","2574389","14.715","2.01853544303753","","7741220"
"Burundi","BDI","2005","","","70.8333333333333","18190","","","46.09375","590","64.8275862068965","940","2.20042884433609","1.35433546638531","40.8481233922949","456319715.319443","","37.2274143302181","0.129805643205292","956000","","296951","1344.3","88.9","90.3000030517578","95.8600006103516","84.1600036621094","","3.54602510460251","85.28","7.55218068535826","1939.4","25680","220900","69.75","14.797507788162","","","","6674402","90.625","2.95709846805522","","27830"
"Belgium","BEL","1974","","","54.8750761730652","18010","103059","1048.41302136317","40.8207146678753","5803.03197647048","22.6552361472151","3042.150094","1.96360952309227","4.14325051540389","","","","29.9512492382694","0.100589219516683","983000","","2265845","4845","","","","","37.3175024628499","531.019328585961","","","","32820","467671","","0.578915295551493","","","","551360","5.642","-1.87668612553742","","33120"
"Bulgaria","BGR","1964","","","52.1739130434783","57720","38887","93.0311004784689","","","","","","","","","","37.7836030009943","0.513239869651807","4180000","","5232842","2137","98.22","","","","95.9997835527117","67.9081339712919","103.44","","","110630","2448730","157.63","3.5614209527253","","","","4561889","56.013","-2.27248201058154","","110990"
"Bolivia","BOL","1977","","","30.4190898181482","329530","3400","18.4281842818428","52.6786051983994","7892.4666666398","50.6560969351129","5140.551843","3.17152621151508","0.994198814013595","20.177761261052","651224387.806097","","1.70312932705622","0.352890344059478","1845000","1146","557490","1038.3","26.33","","","","","1.95880758807588","26.06","","","1083300","536940","27.47","0.0996953752423151","","","","3009069","57.554","0.802026153626258","","1098580"
"Switzerland","CHE","1960","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1549119","29.076","","",""
"Chile","CHL","1988","","","21.7260319663444","161540","37450","122.425629290618","51.7069082282373","6061.8593861374","80.3784277153378","4141.357022","","","8.48175503419384","2208668501.38933","","4.11414707100703","0.238096868921097","3059000","","2799539","3531.6","47.84","","","","186.178343949045","95.5541026479242","45.57","","","743532","792720","44","0.32950834664816","","","","2182312","16.986","0.850275488561535","","756096"
"Congo, Rep.","COG","1967","","","30.8726207906296","105430","514","9.92277992277992","","","","","36.1383373123171","0.305956023315044","19.8630170998317","47154291.785022","","1.51683748169839","0.424747877695571","518000","1646","12000","1090.9","42.59","","","","","4.22200772200772","34.66","","","341500","11000","15.48","0.0732064421669107","","","","770802","63.204","1.52018483316474","","342000"
"Costa Rica","CRI","2017","98.8671640581567","","34.8511555033294","17795","","","","2510","","1540","2.10408211621763","1.12890646231753","4.69977633159901","2844118693.47157","72.07263619","4.92557775166471","0.0508085427039236","251500","2926","159571","3731","107.84","12.5799999237061","4.53000020980835","17.3500003814697","","636.452803180915","106.68","58.4757148452801","29857.7","51060","42769","103.18","6.42381511946729","","","","1061270","21.44","-2.74789873060302","","51100"
"Caribbean small states","CSS","1995","73.0880491958768","","4.97615166110905","20145.95","6177","","19.0159574468085","2860","81.6831683168317","1650","0.266427247148819","1.24135684041308","6.661710560463","1457744986.18078","","2.07121155983698","0.133498291091963","","","810689","3552.64418146043","0.159650750973718","18.3506561674156","9.28377602726602","24.3240192389058","2.66058532877233","92.367027677497","0.144627557258902","91.1090650858343","368855.05","404850","228193","0.102514212737148","0.630480424848709","","","","3169882","50.4661552700724","0.588065432275059","","434990"
"Algeria","DZA","1991","","","16.2158757882892","386220","98157","135.202479338843","18.8969258589512","4180","72.7272727272727","3440","","","","","","3.04819165819947","0.274995125086419","7260000","","3809857","1114.6","32.28","24.8799991607666","14.8800001144409","26.4599990844727","77.2804054054054","12.603305785124","35.21","0.696213692510518","16582","2381740","3418278","42.47","0.229244166029877","","","","12442277","47.129","0.806253689390192","","2381740"
"Early-demographic dividend","EAR","2006","58.6372750133412","","40.7115294862904","13531706.8601221","","","52.0854711904396","1289230","84.9834584039377","631920","1.42720521684664","1.79059719187424","9.92819916805739","498443883113.697","","12.8884898281507","0.156730404182101","","","672579855","2800.47746076696","0.242886691148915","45.0770132803548","51.1305708290506","42.4757032235903","125.785320860275","105.901924063035","0.272202150151008","23.8917823050086","7941155.70200076","33238021.344","240165093","0.280306229349948","1.85604077883348","","","","1626927084","59.5229089069462","0.989264220416857","","34138965.646"
"Europe & Central Asia (excluding high income)","ECA","1963","","","","590200","","","","","","","","","","","","","","","","32724086","1457.66673726242","","","","","","","","","","22639404","22449415","","","","","","151249094","52.7841409759826","0.101320350611786","","23485557"
"Eritrea","ERI","1998","9.54488908763459","","73.9306930693069","74670","613","12.3092369477912","77.7448071216617","2620","40.0544959128065","1470","","","23.3670870070068","174207745.283147","","4.93069306930693","0.225703044589041","498000","","457811","959.7","138.06","68.25","75.6999969482422","62.1599998474121","","13.0522088353414","95.02","11.1364356435644","11247.8","101000","477043","71.1","0.0198019801980198","","","","1656969","75.097","-0.568398251348393","","117600"
"Spain","ESP","1979","","","62.7677463266205","313550","491595","315.57003466427","54.3499497274113","14188.8696255866","50.8118494313744","12504.371358","1.67331130674836","6.06074490509247","","","","31.1846899147215","0.418861062511074","15578000","","13884855","1907.8","70.68","","","","80.3507962084901","108.162601104121","64.45","","","499540","7278067","53.83","9.90911638707611","","","","10353322","27.838","-1.37384351916859","","505990"
"Spain","ESP","1989","","","61.4708473490309","307010","722661","465.872227952553","53.3438833344972","17422.1656409301","59.0781781542137","15758.813358","2.65631248151553","3.7729098720948","","","","31.058785840141","0.399507939730962","15512000","","19697663","2491.5","79.49","","","","99.4448590341245","132.29525528623","74.27","","","499440","7905859","65.76","9.63479096588179","","","","9658018","24.874","-0.747703668882716","","505990"
"Fiji","FJI","1966","","","12.2058018609743","2230","1400","172.839506172839","","","","","","","29.0726817042606","43784599.8993457","","4.43349753694581","0.170025545813488","81000","","14796","1726.3","112.36","","","","","75.4938271604938","88.74","","","18270","8571","43.83","3.77668308702791","","","","318330","66.82","1.75469506494795","","18270"
"France","FRA","1980","","","57.9327423543463","317220","1473600","843.406593406593","48.8633103376699","43123.9236320279","45.2935956279576","33528.53887","2.41647635670498","3.76803032459911","3.60736658033955","25298044085.6877","","31.9084822651516","0.316742598235618","17472000","","48024778","4854.2","88.13","","","","113.90536149472","321.01076007326","96.97","","","547566","9893542","104.48","2.55676941227176","","","","14738052","26.718","0.178656627054272","","549086"
"Micronesia, Fed. Sts.","FSM","2006","51.1207556584727","","32.1428571428571","225","","","80","40","50","10","0.381581470602838","1.48556946464105","22.3397395065668","56640600","","3.57142857142857","0.023725017556513","2500","","177","1287.4","81","","","","","","82.07","91.46","640.22","700","138","85.34","24.2857142857143","","","","81850","77.676","-0.712180019599794","","700"
"Micronesia, Fed. Sts.","FSM","2020","","","","","","","","","","","","","","","","","","","","","","","","","","","","","92.0285714285714","644.2","700","","","","","","","88643","77.067","0.900901889618346","",""
"United Kingdom","GBR","1979","","","76.2699954532303","184520","508174","744.141162688534","21.6766878263911","27095.8597829889","27.3977918579633","20053.397304","1.67986187229528","4.61363797680912","","","","28.227173149258","0.121411025461629","6829000","","17416895","4497.2","77.51","","","","108.28488372093","327.280714599502","89.45","","","241930","3872808","95.75","0.330674161947671","","","","12192652","21.677","-0.641090278751248","","243610"
"Guinea-Bissau","GNB","1986","","","50.3200568990043","14150","18","0.72","82.4776496569758","586.105148321891","90.6170047299615","352.1830795","","","45.2492156958963","58925799.6247297","","8.8904694167852","0.280102629603487","250000","","162273","1375.2","41.39","","","","","","37.04","","","28120","118000","27.64","3.02275960170697","","","","669094","74.966","0.549862421487646","","36130"
"Guinea-Bissau","GNB","2020","","","","","","","","","","","","","30.8632447518505","441887050.76218","","","","","","","","","","","","","","","70.4128733997155","19800.1","28120","","","","","","","1098222","55.804","1.67342450884034","",""
"Greenland","GRL","1999","100","","0.583505908149592","2395","","","","","","","0.601335412437874","1.25250143548349","","","","0.0017054452430259","0.0124777183600713","700","","","","","","","","","","95.71","0.0005359970763796","2.2","410450","","96.1","","","","","10392","18.524","-0.671336558012094","","410450"
"Guatemala","GTM","1975","","","26.9503546099291","28880","","","59.64884096209","2194.64787574999","75.1831755501276","1268.124471","15.8882093333915","1.06877216907633","28.0486272251022","1022624900","","10.9182530795073","0.190828769345266","1170000","","1068282","1639.8","18.9","","","","1100","47.008547008547","18.92","","","107160","651477","26.16","4.36730123180291","","","","3854961","62.875","1.75602024118392","","108890"
"Guatemala","GTM","1997","50.0959800122391","","42.1985815602837","45220","","","52.551724137931","3810","77.6315789473684","2360","3.89602338043109","1.93558428545044","23.7267418759523","4220993601.26655","","12.7846211272863","0.126988693927771","1370000","1996","953852","1491.9","47.23","38.0499992370605","16.4699993133545","48.8899993896484","","152.806569343066","43.55","40.8809257185517","43808","107160","639351","42.95","5.13251213139231","","","","6006636","55.677","1.75995052917087","","108890"
"Haiti","HTI","2019","0.97825721532633","","","","","","","","","","","","19.3827491936875","2777967259.95567","","","","","","","","","29.0300006866455","13.1000003814697","42.5","","","","12.7144412191582","3504.1","27560","","","","","","","4934130","43.808","-0.815050774663636","",""
"IBRD only","IBD","1960","","","","","","","","","","","","","","82541074536.4282","","","","","","","","","","","","","","","","","","","","","","","","1420464535","73.9962765973847","","",""
"IBRD only","IBD","1968","","","35.8799951832997","18038697","1502414.52","29.6507158119637","","","","","","","29.7683319069984","126375894675.215","","10.0971988856026","0.249759138762382","","","478909412","1469.19602887233","0.0474080017196577","","","","173.53350928412","24.3108427746174","0.0462799867044298","","","71064349","325963129","0.0360918888409968","0.954584711398651","","","","1607662618","71.0616135992703","1.98771548973491","","73010126"
"IDA & IBRD total","IBT","1965","","","35.4593083890297","25492028.7","1264098","18.2944449622901","","","","","","","30.3372013987082","144656823398.783","","9.61390947386571","0.302085419077675","","","497668950","1271.75726277085","0.175502459118349","","","","147.777965733066","","0.206729926068969","","","96030603.271","391321998","0.277631102206054","0.861956513886131","","","","1877707520","73.9156900247685","1.99302408423054","","96160184"
"IDA & IBRD total","IBT","1978","","","37.2380603554353","26770440.1","3524139","52.3295948807804","57.2573143850708","2379977.31861064","65.5651339677422","1016509.60911121","","","22.416683784283","363307554938.197","","9.95932880517117","0.230833588339253","","","784130323","1846.50616804477","0.278184377213363","","","","139.029942395573","50.972572046756","0.333749414968507","","","96029663.271","424659191","0.438441050773276","1.04015094963032","","","","2376436002","70.0755337585706","1.3333536520032","","96158064"
"IDA blend","IDB","2008","40.9943491681473","","44.4534356211536","1942335.08","","","45.3878132794869","191060","59.8619547211485","108410","3.10216746647963","2.46401342841147","22.5039820384629","145301352474.091","","19.774818795387","0.198871206722223","","","78707045","1978.82784063961","0.131078958044061","46.4599014771792","51.524152878786","43.5855854993533","109.391920645567","55.7733366593379","0.159235759102906","30.7163155557895","1342109.477","4369370","39773824","0.16840102842811","2.38913161393977","","","","271270420","62.4371419775134","1.64588591620962","","4457950"
"IDA blend","IDB","1995","","","43.8583171029233","1916332.15","361492","49.8888137971637","40.3360077215419","133730","53.3179064860818","78340","","","24.2904207138753","36592754718.1701","","19.0811329779808","0.262494638771882","","","56569145","1516.01047210177","0.0862617940682378","48.6707782863011","53.2269801094962","46.2429223493742","110.964613413003","41.741120473094","0.103988643551943","31.6831645523268","1384354.687","4369370","37314878","0.111578166517473","1.9971414643301","","","","215840557","67.9564226919745","2.04545193118699","","4457950"
"Indonesia","IDN","2002","81.1444092320311","16.0831032979805","26.5962673261315","481810","4097","2.04023703998805","27.4001173173434","84080","89.474454691846","61120","4.32797806712822","5.80402802933531","16.3196689664379","31931164039.8671","79.2179671","11.0848600937309","0.0923868429100241","20081000","2702","61074973","4169.5","69.43","44.3400001525879","45.4000015258789","43.75","111.657852359229","123.959065783577","69.23","55.7283682109993","1009558.4","1811570","14647996","68.68","9.38412537191497","","","","122659348","56.432","-0.024119182462624","","1910930"
"Indonesia","IDN","2012","92.6323947288045","","31.1884166772468","565000","","","","100530","","77540","5.96261083336014","2.64647841175929","13.3739742350727","122755685289.028","83.03832576","12.9721733082354","0.0945857833768054","23500000","2702","88443150","5082","97.49","35.9300003051758","35.2700004577637","36.3400001525879","118.167165860161","221.438731914894","96.18","53.9900086665158","978066.8","1811570","17403119","91.05","12.1441622460076","","","","121055613","48.724","-0.0362916067632649","","1910930"
"India","IND","1978","","","60.7401477873933","1805920","334138","20.4692506080042","74.8890926018526","324434.526969746","71.1530309453158","77009.58","2.85365661675533","5.44136406472991","33.160038281816","45528830485.1917","","54.9036556694998","0.244552876767464","163239000","","142964696","1370.2","39.17","","","","173.052276559865","31.4324395518228","34.51","","","2973190","104340004","23.87","1.68169541805266","","","","518120031","77.621","1.83303768897051","","3287260"
"Japan","JPN","1995","100","","14.9286889742183","54430","2123000","4585.313174946","55.0185873605948","19240","31.1973018549747","9250","0.559944040302007","6.19758048152052","1.69004785366732","92092673156.1691","","12.6988480526605","0.0369006630961489","4630000","","14121766","6003.2","129.49","5.69999980926514","6.48999977111816","5.17000007629395","136.45131786813","354.449244060475","109.63","68.3296763576522","249130","364600","2352386","95.62","1.11903455842019","","","","27583764","21.984","-0.377617380407876","","377800"
"Kenya","KEN","1994","","","47.8476297571775","272320","11000","20.1760821716801","74.0142517814727","15580","91.0058027079304","9410","7.93129517363678","2.13977578512208","28.1153566812096","2009726568.49347","","9.57936535825983","0.202296743348957","5452000","","3624079","1918.2","58.64","44.4599990844727","54.2999992370605","35.0699996948242","","23.8077769625825","53.69","6.85174122360052","38996","569140","1889290","50.17","0.843377727799838","","","","22112353","82.048","2.69454266566012","","580370"
"Kyrgyz Republic","KGZ","2015","98.7067122356693","9.50341979121275","55.0375391032325","105562","","","","3370","","1620","1.70840542244826","0.922851712376931","14.0607643300857","939002917.993674","","6.67674661105318","0.21497758901442","1280600","","1753400","2999","104.5","29.3099994659424","31.9500007629395","27.5200004577637","","10.4035842573794","102.1","6.52664233576642","12518.1","191800","584652","99.82","0.391032325338895","","","","3825700","64.223","1.83815709253222","","199949"
"Liberia","LBR","1992","","","12.1187707641196","11672.8","","","6.55021834061135","150","29.4117647058824","150","","","","","40.46635183","3.63372093023256","0.174859063594743","350000","2391","110000","916.7","49.01","55.5","60.5699996948242","51.0099983215332","","","50.02","87.8812292358804","84647.2","96320","120000","53.33","1.55730897009967","","","","900345","44.981","4.95046455637708","","111370"
"Liechtenstein","LIE","1986","","","50","80","435","1087.5","","0","","0","","","","","","25","0.145180023228804","4000","","","","81.28","","","","","","94.52","","","160","","94.9","","","","","22736","82.521","1.14125182586694","","160"
"Low & middle income","LMY","1966","","","35.603278390401","24926451.2","1192013","17.8584070775204","","","","","","","29.9113022975","141143330584.749","","9.57669441386064","0.28988898978494","","","500833162","1303.1451387257","0.17452378280024","","","","159.33719541808","","0.211981867653828","","","94095431.271","384326554","0.300071717422348","0.882400208057481","","","","1901991714","74.1938871195735","2.1224367625841","","94176838"
"Luxembourg","LUX","1997","100","","","","","","75.8620689655172","440","75.8620689655172","220","","","0.740050725043519","146026161.479477","0.342280407","","","","934","","","","2.33999991416931","1.23000001907349","3","","","","","870","","","","","","","","72233","17.221","1.52050691894386","",""
"Macao SAR, China","MAC","1996","100","","","","","","","","","","2.39493910439502","3.19493737230764","","","","","","","","","","69.23","0.419999986886978","0.189999997615814","0.589999973773956","","","67.55","","","20","","66.99","","","","","79","0.019999999999996","-147.987692747984","","20"
"Morocco","MAR","1998","36.6211401680601","","69.4062289939503","309760","43226","47.8534263256947","51.2367491166078","5800","83.2344213649852","5610","1.54325796492087","3.80732959129811","16.1124884056457","6736022250.21865","","20.2397490477257","0.321339607299734","9033000","","6629516","1122.7","68.13","45.8199996948242","58.4799995422363","41.6800003051758","26.4322196558118","35.9791874238902","62.14","12.3286802599149","55022.9","446300","5904955","51.47","2.11292852341474","","","","13302426","47.322","0.583336369696086","","446550"
"Middle income","MIC","2005","69.6103839929552","","36.8631038404529","29119724.2218779","","","45.8328714188429","2315220","80.3332724060196","1318510","1.73450680000888","2.50427688951357","10.1609045131985","936243092282.801","","11.3995047393215","0.183123163740036","","","1439385351","3015.71967976076","0.177109848510371","42.591940636217","42.430022036832","42.6878461582187","100.097646530795","120.280579786094","0.200683013074939","34.5410678126422","27320305.1840008","79106024.8","477294598","0.200020699650749","1.50932529482092","","","","2748801885","55.8076643253565","0.0826651736223027","","81310205.8"
"Middle income","MIC","2019","88.6107372149743","","","","","","","","","","1.53675004421626","2.05033495698449","8.08680022883805","2676948199163.56","","","","","","","","","29.3530506162325","27.6792299323542","30.3531270613242","","","","33.8522580469445","26799926.2","79167322.2","","","","","","","2736870398","47.3148928708215","-0.177868702250862","",""
"Middle income","MIC","1990","","","40.0343694789039","23086797.6","5340474","79.9629801198194","47.8657824887821","2214520","85.1827390449334","1147880","","","19.4412287869615","591379070034.882","","11.7896422405902","0.185138619774252","","","1019011283","2571.06427066837","0.0868007706120126","","","","125.675558411343","94.3085424568893","0.0893756535457154","35.5504519235901","28141782.8689992","79168848","396338136","0.0777941485631191","1.48419797674926","67465773.2773491","0.96188849957183","678740.895389318","2526828866","63.7154068339298","1.12271957695886","2.75438763337113","81344848"
